Country,Destination,TopSight,Description,Rating,NumberOfReview,Type,TypicalTimeSpent,Latitude,Longitude,Option0,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10
Faroe Islands,Tórshavn,Nólsoy,"Nólsoy is an island and village in central Faroe Islands, 4 km east of the capital Tórshavn in Streymoy.",4.4,23,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,Tinganes,,,,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,The Nordic House,"The Nordic House is a cultural institution in the Faroe Islands. Its aim is to support and promote Nordic and Faroese culture, locally and in the Nordic region",4.4,207,"Cultural center in Tórshavn, Faroe Islands",,62.02206,-6.784673,,,,,,,,,,
Faroe Islands,Tórshavn,Koltur,"Koltur is an island in the Faroe Islands, located to the west of Streymoy and to the north-west of Hestur. The name 'Koltur' means 'colt', in contrast with the name of the larger island to the south-east, 'Hestur', which means 'horse'. The island has just one settlement, Koltur.",4.8,5,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,Hestur,"Hestur is an island in the central Faroe Islands, to the west of Streymoy and the south of Koltur. Hestur means horse in Faroese.
On the west coast is a guillemot colony. In the north there is moorland with four small lakes, of which Fagradalsvatn is the largest.",4.6,7,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,Tórshavn Cathedral,"Tórshavn Cathedral is the second oldest received church of the Faroe Islands, on Tinganes in the old town of Tórshavn. Painted white, and roofed with slate, it was established in 1788. The cathedral lies in the north of the peninsula of Tinganes and is one of the main attractions of the town.",4.3,136,"Cathedral in Tórshavn, Faroe Islands",,62.0096447,-6.7716551,,,,,,,,,,
Faroe Islands,Tórshavn,Skansin,"Skansin is a historic fortress in Tórshavn, the capital of the Faroe Islands.
Skansin is located on a hill beside the port of Tórshavn. The fort was built in 1580 by Magnus Heinason to protect against pirate raids of the town, after he himself was nearly caught up in one such raid.",4.3,278,"Historical landmark in Tórshavn, Faroe Islands",,62.0079831,-6.7632137,,,,,,,,,,
Faroe Islands,Tórshavn,Listasavn Føroya,"Listasavn Føroya is an art museum in Tórshavn, Faroe Islands for mostly permanent exhibits of Faroese arts. Tórshavn is the capital of Faroe Islands.
Established in 1989, it consists of a gallery called Listaskáli and another for historic arts with an area of 1,600 m².",4.6,126,"Museum in Tórshavn, Faroe Islands",,62.0175196,-6.7806489,,,,,,,,,,
Faroe Islands,Tórshavn,National Museum of the Faroe Islands,"The National Museum of the Faroe Islands is the national museum of the Faroe Islands, located in Tórshavn.",4.2,110,"Museum in Hoyvík, Faroe Islands",,62.0320435,-6.7649088,,,,,,,,,,
Faroe Islands,Tórshavn,"Saint Olav's Church, Kirkjubøur","Saint Olav's Church is a medieval church in the village of Kirkjubøur in Streymoy, Faroe Islands. It was built before 1200, which makes it the oldest church of the Faroe Islands. Until the Reformation, it served as the seat of the Catholic bishop.
A runestone, the Kirkjubøur stone, was found in 1832 in the church.",,,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,National Library of the Faroe Islands,"The National Library of the Faroe Islands is the national library for the Faroe Islands, a self-governing country within the Kingdom of Denmark It is both a public and a research library.",4.0,8,Public library,,62.0075345,-6.7776546,,,,,,,,,,
Faroe Islands,Tórshavn,Viðarlundin,,,,"Park in Tórshavn, Faroe Islands",,62.0107248,-6.7740852,,,,,,,,,,
Faroe Islands,Tórshavn,Vesturkirkjan,,4.5,48,"Lutheran church in Tórshavn, Faroe Islands",,62.0074742,-6.7841966,,,,,,,,,,
Faroe Islands,Tórshavn,Svartafoss Waterfall,,4.4,14,Nature preserve in the Faroe Islands,,62.0261411,-6.7807392,,,,,,,,,,
Faroe Islands,Tórshavn,Öström,,4.0,9,"Art handcraft in Tórshavn, Faroe Islands",,62.007889,-6.7760149,,,,,,,,,,
Faroe Islands,Tórshavn,Smyril Line,"Smyril Line is a Faroese shipping company, linking the Faroe Islands with Denmark and Iceland  previously, it also served Norway and the United Kingdom. Smyril is the Faroese word for the merlin.",,,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,Hoydalar,,,,,,,,,,,,,,,,,
Faroe Islands,Tórshavn,Húsareyn,"Húsareyn is a mountain located on the island of Streymoy. Standing at 345 metres above sea level, it is dwarfed by other Faroese mountains such as Slættaratindur.
The mountain overlooks the Faroese capital, Tórshavn, from the northwest and is clearly visible around the town.",,,,,,,,,,,,,,,,
Faroe Islands,Trøllanes,Kallur Lighthouse,,4.8,82,,,62.3701038,-6.8140327,,,,,,,,,,
Faroe Islands,Trøllanes,Borgarin,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Kirkjubøur,Magnus Cathedral,St. Magnus Cathedral is a ruined cathedral in the village of Kirkjubøur on the island of Streymoy in the Faroe Islands. The ruins are the largest medieval building in the Faroe Islands.,4.5,331,"Cathedral in Kirkjubøur, Faroe Islands",,61.9518808,-6.7921568,,,,,,,,,,
Faroe Islands,Kirkjubøur,Hestur,"Hestur is an island in the central Faroe Islands, to the west of Streymoy and the south of Koltur. Hestur means horse in Faroese.
On the west coast is a guillemot colony. In the north there is moorland with four small lakes, of which Fagradalsvatn is the largest.",4.6,7,,,,,,,,,,,,,,
Faroe Islands,Kirkjubøur,"Saint Olav's Church, Kirkjubøur","Saint Olav's Church is a medieval church in the village of Kirkjubøur in Streymoy, Faroe Islands. It was built before 1200, which makes it the oldest church of the Faroe Islands. Until the Reformation, it served as the seat of the Catholic bishop.
A runestone, the Kirkjubøur stone, was found in 1832 in the church.",,,,,,,,,,,,,,,,
Faroe Islands,Sumba,Sumbiarhólmur,"Sumbiarhólmur is an islet in the Faroe Islands, located just outside the village of Sumba, which is the southernmost village in the island Suðuroy. At 7 hectares in area, Sumbiarhólmur is the 6th largest islet of the Faroe Islands.",5.0,1,,,,,,,,,,,,,,
Faroe Islands,Sumba,Akraberg Lighthouse,,,,,,,,,,,,,,,,,
Faroe Islands,Sumba,Vágsfjørður,Vágsfjørður is a fjord on the island of Suðuroy in the Faroe Islands. The fjord is located in the southern part and on the eastern side of the island. The distance between the east and the west coast of Suðuroy is very short from Vágsfjørður to Vágseiði. Between the fjord and Vágseiði is a lake which is called Vatnið.,5.0,4,,,,,,,,,,,,,,
Faroe Islands,Klaksvík,Klakkur,,4.8,41,Tourist attraction in the Faroe Islands,,62.2367676,-6.6168164,,,,,,,,,,
Faroe Islands,Klaksvík,Christianskirkjan,"Christianskirkjan is a modern church building in Klaksvík, the second-largest town in the Faroe Islands. It was consecrated in 1963. The architect was Peter Koch, a Dane. Aesthetically, it is one of the islands’ most notable modern buildings in the country.",4.6,64,"Church building in Klaksvík, Faroe Islands",,62.2254531,-6.5867138,,,,,,,,,,
Faroe Islands,Klaksvík,Park of Klaksvik,,,,"Park in Klaksvík, Faroe Islands",,62.2251623,-6.5625103,,,,,,,,,,
Faroe Islands,Saksun,Dúvugarðar,,4.6,98,Museum,,62.2468413,-7.1762418,,,,,,,,,,
Faroe Islands,Vidareidi,Villingadalsfjall,,4.3,21,,,,,,,,,,,,,,
Faroe Islands,Vidareidi,Malínsfjall,,5.0,1,Mountain in the Faroe Islands,,62.3430761,-6.5391182,,,,,,,,,,
Faroe Islands,Porkeri,Vágsfjørður,Vágsfjørður is a fjord on the island of Suðuroy in the Faroe Islands. The fjord is located in the southern part and on the eastern side of the island. The distance between the east and the west coast of Suðuroy is very short from Vágsfjørður to Vágseiði. Between the fjord and Vágseiði is a lake which is called Vatnið.,5.0,4,,,,,,,,,,,,,,
Faroe Islands,Sandur,Skúvoy,"Skúvoy or Skúgvoy is an island in the central Faroe Islands, located to the south of Sandoy.
It is named after the large number of skua present on the island. There is only one settlement on the island: Skúvoy on the east coast. There are two mountains: Knúkur and Heyggjurin Mikli.",4.7,10,,,,,,,,,,,,,,
Faroe Islands,Sandur,Sandsvatn,"The Sandsvatn is the largest lake on the island of Sandoy and the third largest in the Faroe Islands, measuring 0.8 km² with a depth of 5 metres. It is situated in a valley between Skopun and Sandur, just north of the latter on Road 30.",,,,,,,,,,,,,,,,
Faroe Islands,Sandur,Søltuvík,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Hvalba,Asmundarstakkur,,,,,,,,,,,,,,,,,
Faroe Islands,Hvalba,Ásmundarstakkur,,,,,,,,,,,,,,,,,
Faroe Islands,Leynar,Leynavatn,"Lake Leynar is a lake on the island of Streymoy in the Faroe Islands.
Lake Leynar is the sixth-largest natural lake in the Faroe Islands and it measures 0.18 square kilometers. It lies at an elevation of 63 meters.",4.0,1,,,,,,,,,,,,,,
Faroe Islands,Leynar,Sundini,,3.0,3,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Múlafossur Waterfall,,4.9,244,Tourist attraction in the Faroe Islands,,62.1075748,-7.435472,,,,,,,,,,
Faroe Islands,Gasadalur,Tindhólmur,"Tindhólmur is an islet on the southside of Sørvágsfjørður, west of Vágar in the Faroe Islands. It has its name from the five peaks, which are named Ytsti, Arni, Lítli, Breiði, Bogni. The islet is uninhabited. It has an area of 650,000 square metres and its highest point is 262 metres.",4.7,9,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Drangarnir,Drangarnir is the collective name for two sea stacks between the islet Tindhólmur and the island Vágar in the Faroe Islands. The individual names of the sea stacks are Stóri Drangur and Lítli Drangur.,4.5,17,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Árnafjall,Árnafjall is the highest mountain on the island of Vágar in the Faroe Islands. The highest point is 722 meters above sea level. The name Árnafjall translates to the eagles mountain. The mountain lies on the west side of Vágar close to the village of Gásadalur.,,,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Heinanøva,,,,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Gáshólmur,"Gáshólmur is a small islet on the southside of Sørvágsfjørður in the Faroe Islands. To the east of the islet lies another islet, Tindhólmur. The islet is uninhabited, and the only living creatures are seabirds and sheep rams, which are placed on the islet each year by the locals in Sørvágur.",,,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Skerhólmur,"Skerhólmur is a small islet in the middle of Sørvágsfjørður on the island of Vágar, Faroe Islands.
It is uninhabited.",,,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Stóri Drangur,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Gasadalur,Lítli Drangur,,,,,,,,,,,,,,,,,
Faroe Islands,Gjogv,Bugvin,,,,,,,,,,,,,,,,,
Faroe Islands,Gjogv,Rinkusteinar,,,,,,,,,,,,,,,,,
Faroe Islands,Bøur,Drangarnir,Drangarnir is the collective name for two sea stacks between the islet Tindhólmur and the island Vágar in the Faroe Islands. The individual names of the sea stacks are Stóri Drangur and Lítli Drangur.,4.5,17,,,,,,,,,,,,,,
Faroe Islands,Bøur,Tindhólmur,"Tindhólmur is an islet on the southside of Sørvágsfjørður, west of Vágar in the Faroe Islands. It has its name from the five peaks, which are named Ytsti, Arni, Lítli, Breiði, Bogni. The islet is uninhabited. It has an area of 650,000 square metres and its highest point is 262 metres.",4.7,9,,,,,,,,,,,,,,
Faroe Islands,Bøur,Skerhólmur,"Skerhólmur is a small islet in the middle of Sørvágsfjørður on the island of Vágar, Faroe Islands.
It is uninhabited.",,,,,,,,,,,,,,,,
Faroe Islands,Bøur,Gáshólmur,"Gáshólmur is a small islet on the southside of Sørvágsfjørður in the Faroe Islands. To the east of the islet lies another islet, Tindhólmur. The islet is uninhabited, and the only living creatures are seabirds and sheep rams, which are placed on the islet each year by the locals in Sørvágur.",,,,,,,,,,,,,,,,
Faroe Islands,Bøur,Stóri Drangur,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Bøur,Lítli Drangur,,,,,,,,,,,,,,,,,
Faroe Islands,Vágur,Eggjarnar,"Eggjarnar is a place south of the village of Vágur on Suðuroy island in the Faroe Islands, which is known for its scenic viewpoint to the sea-cliffs of the southern part of Suðuroy all the way to Beinisvørð in the south and to Vágseiði and Gjógvaráfjall in the north.",4.4,5,,,,,,,,,,,,,,
Faroe Islands,Vágur,Ruth Smith Art Museum,,5.0,2,"Museum in Vágur, Faroe Islands",,61.4724794,-6.8219159,,,,,,,,,,
Faroe Islands,Vágur,Gjógvaráfjall,"Gjógvaráfjall is a 345 meter high mountain in the village Vágur. The mountain is located north of Vágseiði in the western part of the village. Some of the houses in Vágur are located on Gjógavaráfjall. A little river is named after the mountain, it is called Gjógvará. ""Á"" in Faroese means river.",,,,,,,,,,,,,,,,
Faroe Islands,Vágur,Vágsfjørður,Vágsfjørður is a fjord on the island of Suðuroy in the Faroe Islands. The fjord is located in the southern part and on the eastern side of the island. The distance between the east and the west coast of Suðuroy is very short from Vágsfjørður to Vágseiði. Between the fjord and Vágseiði is a lake which is called Vatnið.,5.0,4,,,,,,,,,,,,,,
Faroe Islands,Hoyvík,National Museum of the Faroe Islands,"The National Museum of the Faroe Islands is the national museum of the Faroe Islands, located in Tórshavn.",4.2,110,"Museum in Hoyvík, Faroe Islands",,62.0320435,-6.7649088,,,,,,,,,,
Faroe Islands,Hoyvík,Hoydalar,,,,,,,,,,,,,,,,,
Faroe Islands,Nordragota,Église Gøtu,,4.2,19,"Lutheran church in Gøtugjógv, Faroe Islands",,62.1933869,-6.7462599,,,,,,,,,,
Faroe Islands,Nordragota,Varmakelda,,2.3,3,,,,,,,,,,,,,,
Faroe Islands,Nordragota,Skálafjørður,"Skálafjørður, also known as Kongshavn is a fjord in Eysturoy. It is the largest fjord in the Faroe Islands.",4.1,7,,,,,,,,,,,,,,
Faroe Islands,Við Áir,Sundini,,3.0,3,,,,,,,,,,,,,,
Faroe Islands,Eiði,Risin og Kellingin,,,,,,,,,,,,,,,,,
Faroe Islands,Eiði,Kellingin,,,,,,,,,,,,,,,,,
Faroe Islands,Eiði,Bugvin,,,,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Drangarnir,Drangarnir is the collective name for two sea stacks between the islet Tindhólmur and the island Vágar in the Faroe Islands. The individual names of the sea stacks are Stóri Drangur and Lítli Drangur.,4.5,17,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Tindhólmur,"Tindhólmur is an islet on the southside of Sørvágsfjørður, west of Vágar in the Faroe Islands. It has its name from the five peaks, which are named Ytsti, Arni, Lítli, Breiði, Bogni. The islet is uninhabited. It has an area of 650,000 square metres and its highest point is 262 metres.",4.7,9,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Vørðufelli,"Vørðufelli is a mountain overlooking the village Sørvágur on the Faroe Islands. Its height is 284 metres above sea level. It is situated between Húsadalur, Vága, Vatnsdalur, and close to Klovin.
The latter part of the name - felli - is Faroese for a small mountain.",,,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Gáshólmur,"Gáshólmur is a small islet on the southside of Sørvágsfjørður in the Faroe Islands. To the east of the islet lies another islet, Tindhólmur. The islet is uninhabited, and the only living creatures are seabirds and sheep rams, which are placed on the islet each year by the locals in Sørvágur.",,,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Stóri Drangur,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Sørvágur,Lítli Drangur,,,,,,,,,,,,,,,,,
Faroe Islands,Toftir,Skálafjørður,"Skálafjørður, also known as Kongshavn is a fjord in Eysturoy. It is the largest fjord in the Faroe Islands.",4.1,7,,,,,,,,,,,,,,
Faroe Islands,Kalsoy-Mikladalur,Kópakonan,,4.8,95,"Tourist attraction in Mikladalur, Faroe Islands",,62.3356412,-6.7629154,,,,,,,,,,
Faroe Islands,Kalsoy-Mikladalur,Kallur Lighthouse,,4.8,82,,,62.3701038,-6.8140327,,,,,,,,,,
Faroe Islands,Kalsoy-Mikladalur,Rinkusteinar,,3.2,5,,,,,,,,,,,,,,
Faroe Islands,Kalsoy-Trøllanes,Kallur Lighthouse,,4.8,82,,,62.3701038,-6.8140327,,,,,,,,,,
Faroe Islands,Kalsoy-Trøllanes,Borgarin,,5.0,1,,,,,,,,,,,,,,
Faroe Islands,Kalsoy-Húsar,Rinkusteinar,,,,,,,,,,,,,,,,,
Faroe Islands,Mykines-Mykines,Mykines,"Mykines is the westernmost of the 18 main islands of the Faroese Archipelago.
It lies west of 7.5 degrees W, effectively putting it in the UTC-1 region. However, Mykines uses Greenwich Mean Time like the rest of the Faroes. The only settlement on the island is also called Mykines.",4.7,42,,,,,,,,,,,,,,
Faroe Islands,Mykines-Mykines,Mykineshólmur,,4.8,10,,,,,,,,,,,,,,
Faroe Islands,Mykines-Mykines,Mykines Hólmur Lighthouse,,4.9,80,Tourist attraction in the Faroe Islands,,62.0975119,-7.6823134,,,,,,,,,,
Faroe Islands,Nólsoy-Nólsoy,Nólsoy,"Nólsoy is an island and village in central Faroe Islands, 4 km east of the capital Tórshavn in Streymoy.",4.4,23,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Nólsoy,"Nólsoy is an island and village in central Faroe Islands, 4 km east of the capital Tórshavn in Streymoy.",4.4,23,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Tinganes,,,,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,The Nordic House,"The Nordic House is a cultural institution in the Faroe Islands. Its aim is to support and promote Nordic and Faroese culture, locally and in the Nordic region",4.4,207,"Cultural center in Tórshavn, Faroe Islands",,62.02206,-6.784673,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Koltur,"Koltur is an island in the Faroe Islands, located to the west of Streymoy and to the north-west of Hestur. The name 'Koltur' means 'colt', in contrast with the name of the larger island to the south-east, 'Hestur', which means 'horse'. The island has just one settlement, Koltur.",4.8,5,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Hestur,"Hestur is an island in the central Faroe Islands, to the west of Streymoy and the south of Koltur. Hestur means horse in Faroese.
On the west coast is a guillemot colony. In the north there is moorland with four small lakes, of which Fagradalsvatn is the largest.",4.6,7,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Tórshavn Cathedral,"Tórshavn Cathedral is the second oldest received church of the Faroe Islands, on Tinganes in the old town of Tórshavn. Painted white, and roofed with slate, it was established in 1788. The cathedral lies in the north of the peninsula of Tinganes and is one of the main attractions of the town.",4.3,136,"Cathedral in Tórshavn, Faroe Islands",,62.0096447,-6.7716551,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Skansin,"Skansin is a historic fortress in Tórshavn, the capital of the Faroe Islands.
Skansin is located on a hill beside the port of Tórshavn. The fort was built in 1580 by Magnus Heinason to protect against pirate raids of the town, after he himself was nearly caught up in one such raid.",4.3,278,"Historical landmark in Tórshavn, Faroe Islands",,62.0079831,-6.7632137,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Listasavn Føroya,"Listasavn Føroya is an art museum in Tórshavn, Faroe Islands for mostly permanent exhibits of Faroese arts. Tórshavn is the capital of Faroe Islands.
Established in 1989, it consists of a gallery called Listaskáli and another for historic arts with an area of 1,600 m².",4.6,126,"Museum in Tórshavn, Faroe Islands",,62.0175196,-6.7806489,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,National Museum of the Faroe Islands,"The National Museum of the Faroe Islands is the national museum of the Faroe Islands, located in Tórshavn.",4.2,110,"Museum in Hoyvík, Faroe Islands",,62.0320435,-6.7649088,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,"Saint Olav's Church, Kirkjubøur","Saint Olav's Church is a medieval church in the village of Kirkjubøur in Streymoy, Faroe Islands. It was built before 1200, which makes it the oldest church of the Faroe Islands. Until the Reformation, it served as the seat of the Catholic bishop.
A runestone, the Kirkjubøur stone, was found in 1832 in the church.",,,,,,,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,National Library of the Faroe Islands,"The National Library of the Faroe Islands is the national library for the Faroe Islands, a self-governing country within the Kingdom of Denmark It is both a public and a research library.",4.0,8,Public library,,62.0075345,-6.7776546,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Viðarlundin,,,,"Park in Tórshavn, Faroe Islands",,62.0107248,-6.7740852,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Vesturkirkjan,,4.5,48,"Lutheran church in Tórshavn, Faroe Islands",,62.0074742,-6.7841966,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Svartafoss Waterfall,,4.4,14,Nature preserve in the Faroe Islands,,62.0261411,-6.7807392,,,,,,,,,,
Faroe Islands,Streymoy-Tórshavn,Öström,,4.0,9,"Art handcraft in Tórshavn, Faroe Islands",,62.007889,-6.7760149,,,,,,,,,,
